Date,BTC_Close,ETH_Close,SPX_Close,DJI_Close,Gold_Close,BTC_Close_Return,ETH_Close_Return,SPX_Close_Return,DJI_Close_Return,Gold_Close_Return
2020-02-14,10370.8,285.96,3380.16,29398.08,1.0845986604690552,0.012536307472607627,0.06247974756942041,0.0018418447338326407,-0.0008578512526565025,-0.002758693593560904
2020-02-18,10180.0,282.82,3370.29,29232.19,1.0840108394622805,-0.01856915375583284,-0.01104128801902055,-0.0029242515783095627,-0.005658866748794352,-0.0005421179066028831
2020-02-19,9602.2,258.85,3386.15,29348.03,1.079540491104126,-0.05843277223658891,-0.08856190953171993,0.004694788714441035,0.003954923726534964,-0.004132423073716513
2020-02-20,9610.7,257.96,3373.23,29219.98,1.081009864807129,0.0008848222344946351,-0.0034442092057339457,-0.003822840477830947,-0.004372701207767548,0.001360184848757387
2020-02-21,9698.2,265.58,3337.75,28992.41,1.078799843788147,0.009063240159057568,0.029111579420004738,-0.01057381502289341,-0.007818650266818715,-0.0020464967645173063
2020-02-24,9664.6,265.81,3225.89,27960.8,1.0839051008224487,-0.003470575921427249,0.0008656542816489873,-0.03408804612052146,-0.03623054233322788,0.004721186336458318
2020-02-25,9309.5,246.7,3128.21,27081.36,1.0849199295043943,-0.03743434120394283,-0.07460874430851927,-0.030747925188099264,-0.03195786091083098,0.0009358327590463808
2020-02-26,8783.5,223.71,3116.39,26957.59,1.0881996154785156,-0.05816042268266925,-0.09782245331149776,-0.003785675340731014,-0.00458077799170857,0.0030184151366617726
2020-02-27,8810.3,227.5,2978.76,25766.64,1.088589429855347,0.0030465301104177457,0.01679966816719196,-0.045168174100652825,-0.04518425836115387,0.00035815540493814473
2020-02-28,8715.5,227.09,2954.22,25409.36,1.0997228622436523,-0.01081844190893542,-0.001803823714427563,-0.00827244991427585,-0.013963021915283608,0.010175447527352655
2020-03-02,8924.7,232.0,3090.23,26703.32,1.1051311492919922,0.02371966398259713,0.021390956989732278,0.045010865172777866,0.04967029216474842,0.004905810422639446
2020-03-03,8752.8,223.53,3003.37,25917.41,1.114404797554016,-0.019449064474937168,-0.03719173843256417,-0.0285105302619053,-0.029872958593398762,0.008356433460812803
2020-03-04,8758.7,224.48,3130.12,27090.86,1.118067979812622,0.000673842928732571,0.004240983120405026,0.041336350940641683,0.04428145797290701,0.0032817291958698153
2020-03-05,9066.0,228.66,3023.94,26121.28,1.113908290863037,0.03448366040948207,0.01844956775967314,-0.03451072562469651,-0.03644609382313012,-0.0037273637898381047
2020-03-06,9154.9,245.74,2972.37,25864.78,1.1223849058151243,0.009758102555260072,0.07203788232560139,-0.01720100245462004,-0.009868110085107457,0.007580987646460575
2020-03-09,7927.8,203.38,2746.56,23851.02,1.1386020183563232,-0.1439136854078285,-0.18919791607643385,-0.07901039484826664,-0.08105521400116461,0.014345408615899148
2020-03-10,7886.9,200.15,2882.23,25018.16,1.139796018600464,-0.005172414422792757,-0.016009064924408692,0.04821508053580022,0.04777497745196148,0.0010481051458759174
2020-03-11,7943.3,194.81,2741.38,23553.22,1.1316505670547483,0.0071256507993360954,-0.027042360845469966,-0.050102856837410725,-0.060339419690797334,-0.007172069563950822
2020-03-12,4850.0,108.78,2480.64,21200.62,1.1261515617370603,-0.49335010109324073,-0.5826972305982981,-0.09994485184600743,-0.10523211494326648,-0.004871123222760194
2020-03-13,5630.2,135.45,2711.02,23185.62,1.1184931993484497,0.14916626054993123,0.2192750745362893,0.0888083564407466,0.08950183238017509,-0.006823700781210398
2020-03-16,5042.3,110.97,2386.13,20188.52,1.115536093711853,-0.11028263830532753,-0.1993426740186317,-0.12765214115647325,-0.13841813289127217,-0.0026473308768339967
2020-03-17,5331.7,116.11,2529.19,21237.38,1.1163206100463867,0.05580780947356821,0.04527812312644249,0.05822628669074171,0.050648710577255604,0.0007030167891367934
2020-03-18,5415.2,118.61,2398.1,19898.92,1.101552128791809,0.015539677544697117,0.02130278240226962,-0.05322233622142454,-0.06509737769858967,-0.013317896271767483
2020-03-19,6184.5,136.75,2409.39,20087.19,1.0961546897888184,0.13283634762066654,0.14231364126090615,0.004696846277420959,0.009416839560742287,-0.004911892531991977
2020-03-20,6206.8,133.5,2304.92,19173.98,1.0657345056533811,0.003599303394264568,-0.024052963461786415,-0.0443276347431585,-0.046528146886570504,-0.0281440807711631
2020-03-23,6505.1,136.58,2237.4,18591.93,1.0694386959075928,0.04694101940927809,0.022809045692639168,-0.029731491257259948,-0.030826535972919167,0.0034696894543758275
2020-03-24,6769.0,139.22,2447.33,20704.91,1.0764610767364502,0.039766880890000675,0.019144892207577154,0.08968315694821649,0.10764325460977038,0.006544952365581136
2020-03-25,6689.9,136.35,2475.56,21200.55,1.080263614654541,-0.011754439181160405,-0.02083030644892293,0.011468998674479099,0.023656254525726853,0.0035262190611547056
2020-03-26,6767.0,139.01,2630.07,22552.17,1.0889569520950315,0.01145893090477827,0.01932076369740381,0.060543828751667764,0.06180416717982071,0.0080152144181938
2020-03-27,6376.4,131.59,2541.47,21636.78,1.1048258543014526,-0.059454182472734,-0.05485484482695192,-0.03426780802262947,-0.041436647532064316,0.01446741121974863
2020-03-30,6403.2,132.28,2626.65,22327.48,1.113908290863037,0.00419419062992275,0.005229859951542798,0.03296661622145552,0.03142356243372308,0.008187089303251458
2020-03-31,6422.1,133.1,2584.59,21917.16,1.1030466556549072,0.002947301611872361,0.006179837287473822,-0.016142381973062482,-0.018548315177016054,-0.00979877568790389
2020-04-01,6662.9,135.88,2470.5,20943.51,1.102657437324524,0.03680965819408555,0.020671417891317153,-0.04514632872715227,-0.045441078470197835,-0.0003529198097441969
2020-04-02,6803.8,141.48,2526.9,21413.44,1.0953621864318848,0.020926454414515353,0.04038622104489657,0.022572695703622973,0.022189949106104723,-0.006638045995333951
2020-04-03,6738.6,141.32,2488.65,21052.53,1.0847399234771729,-0.009629091412842012,-0.0011315418463354106,-0.015252860231953606,-0.016998019348138382,-0.009744816047908876
2020-04-06,7343.5,171.64,2663.68,22679.99,1.0806955099105835,0.08596337999687158,0.19437243763237935,0.06796823056768604,0.07446229501244547,-0.0037354318739070817
2020-04-07,7206.2,164.6,2659.41,22653.86,1.0803803205490112,-0.018873801622128032,-0.04188097188035447,-0.0016043316629523077,-0.0011527811069957925,-0.0002916967182406305
2020-04-08,7368.0,173.78,2749.98,23433.57,1.0895144939422607,0.022204532363353673,0.05427184316809044,0.03348934524468995,0.03383935283541588,0.008419050808379198
2020-04-09,7294.1,169.92,2789.82,23719.37,1.0863661766052246,-0.010080496761950233,-0.02246239335748595,0.01438343869822631,0.012122404240945702,-0.0028938347371023966
2020-04-13,6861.6,156.77,2761.63,23390.77,1.0932666063308716,-0.06112515149698075,-0.08054797497313425,-0.010155992507349275,-0.013950513806173787,0.006331757196441689
2020-04-14,6874.5,158.59,2846.06,23949.76,1.0922993421554563,0.001878262941076738,0.01154249243006974,0.030114496550456397,0.02361680282434943,-0.0008851384596626316
2020-04-15,6619.8,152.62,2783.36,23504.35,1.098538875579834,-0.037753755622973034,-0.03837108364902236,-0.022276750679012372,-0.018772792526868823,0.005696039300324107
2020-04-16,7114.9,172.73,2799.55,23537.68,1.0905101299285889,0.07212601861709372,0.12377850984370589,0.0057998589924373595,0.0014170309222267476,-0.007335406043470732
2020-04-17,7034.1,170.92,2874.56,24242.49,1.0858471393585205,-0.01142142601660933,-0.010534070929368868,0.02644092907918547,0.029504337372522442,-0.004285139918145141
2020-04-20,6839.2,170.49,2823.16,23650.44,1.0866966247558594,-0.028098984882775926,-0.0025189667986842365,-0.018042794099790368,-0.02472515928172795,0.0007820191746308519
2020-04-21,6852.1,170.99,2736.56,23018.88,1.0864840745925903,0.0018844089045337987,0.0029284312833618717,-0.03115516777979546,-0.027066970650833508,-0.0001956120482852273
2020-04-22,7136.9,183.16,2799.31,23475.82,1.0856467485427856,0.04072333376692635,0.06875501252839308,0.022671301062101197,0.01965620649647727,-0.000770972063341368
2020-04-23,7485.0,185.68,2797.8,23515.26,1.080964207649231,0.04762250947024467,0.013664674177286937,-0.0005395641810268519,0.0016786168464746998,-0.00432246331143561
2020-04-24,7507.8,187.72,2836.74,23775.27,1.077702283859253,0.0030414622453354724,0.010926728960035274,0.013822111461719605,0.010996392725688206,-0.0030221678851646873
2020-04-27,7792.4,196.84,2878.48,24133.78,1.08236825466156,0.0372064196079847,0.047439725071560565,0.014606871524449172,0.014966554005730682,0.004320208971249524
2020-04-28,7755.8,196.71,2863.39,24101.55,1.0824854373931885,-0.004707949164864107,-0.0006606530541396566,-0.005256139460119837,-0.001336365058414808,0.00010825926220592308
2020-04-29,8779.9,215.45,2939.51,24633.86,1.0836584568023682,0.12402406750047626,0.09099830111820915,0.02623666320724924,0.0218457655199019,0.0010830485703049676
2020-04-30,8629.6,206.2,2912.43,24345.72,1.087725043296814,-0.017266863981441727,-0.04388229247898742,-0.00925511652526566,-0.011765855242360113,0.0037456223174487475
2020-05-01,8824.6,211.88,2830.71,23723.69,1.094546914100647,0.02234512193399729,0.027173505093466433,-0.028460220686828817,-0.02588193710403323,0.0062521016248604224
2020-05-04,8886.3,206.99,2842.74,23749.76,1.0959625244140625,0.0069674889030642536,-0.023349593756626714,0.0042408122145938705,0.001098298211762491,0.0012924943262924613
2020-05-05,9027.4,205.62,2868.44,23883.09,1.0904293060302734,0.01575363192806281,-0.006640677805126726,0.00899995218953805,0.0055982519718244216,-0.005061517445938039
2020-05-06,9166.1,199.48,2848.42,23664.64,1.0838581323623655,0.01524749906756869,-0.030315824436650707,-0.007003873398600344,-0.009188726234652842,-0.00604445719420874
2020-05-07,10001.0,212.34,2881.19,23875.89,1.0798553228378296,0.08717319208260373,0.06247478290750525,0.011438948664053582,0.008887212255311371,-0.0036999484209204125
2020-05-08,9809.5,211.62,2929.8,24331.32,1.0837171077728271,-0.019333784115632503,-0.0033965501094114004,0.01673075806255052,0.01889524617221734,0.003569826442106355
2020-05-11,8570.8,185.89,2930.19,24221.99,1.0839520692825315,-0.13499022673431285,-0.12963711255696306,0.00013310602938770966,-0.0045035110801847165,0.00021678724144043578
2020-05-12,8823.7,189.72,2870.12,23764.78,1.080940842628479,0.029080206042053088,0.020394200090328357,-0.020713426598791537,-0.019056245538997693,-0.002781873024230673
2020-05-13,9317.1,200.07,2820.0,23247.97,1.0846810340881348,0.05441013829278666,0.05311800430294354,-0.017616955794106534,-0.021986836318442837,0.003454153486910613
2020-05-14,9788.5,203.43,2852.5,23625.34,1.08236825466156,0.049356805755186986,0.01665466005153593,0.01145891780407149,0.01610204841713193,-0.0021344971862724505
2020-05-15,9312.1,194.76,2863.7,23685.42,1.0806955099105835,-0.04989359747142394,-0.04355393404936035,0.003918692254435327,0.0025398041500929013,-0.0015466442661771166
2020-05-18,9725.3,214.91,2953.91,24597.37,1.0821340084075928,0.0434161075947225,0.0984513045226145,0.03101522147335687,0.037779857693135355,0.0013302007365226065
2020-05-19,9779.3,214.76,2922.94,24206.86,1.0915124416351318,0.0055371694852533486,-0.0006982102827459603,-0.010539757419425795,-0.01600346258718205,0.008629270343230282
