Series,count,mean,std,min,max,skew,kurtosis
BTC_Close_Return,1005.0,0.0017933977378024593,0.04379583652000001,-0.49335010109324073,0.19249160859051861,-1.6258041559277185,18.767965909010584
ETH_Close_Return,1005.0,0.00288420691593491,0.05777725907029194,-0.5826972305982981,0.34619784883570015,-1.144285218125346,14.583265060642981
SPX_Close_Return,1005.0,0.00037934646392821114,0.014561092730020375,-0.12765214115647325,0.08968315694821649,-0.7828027962894558,12.80076389036864
DJI_Close_Return,1005.0,0.00026529470169531954,0.014272868179504758,-0.13841813289127217,0.10764325460977038,-0.9553008614976441,19.340001074178993
Gold_Close_Return,1005.0,-1.3628001479619152e-05,0.004928939921905074,-0.0281440807711631,0.018211346908511068,-0.09877994071528934,1.6666323286413323
